Date,Gold,USD_Index,EUR_USD,SP_500,Oil,Bitcoin,Vix,CPI,Unemployment_Rate,GPD,US_Interest_Rate,Zinsen,Gold_ETFs,M2_Euro,M2_US,GPRD,DOW,MOY,Stunde_des_Tages,Jahr,Volles_Datum
2018-11-09,1206.4000244140625,96.91000366210938,1.1368415355682373,2781.010009765625,60.189998626708984,6385.6201171875,17.360000610351562,251.82333333333335,3.8266666666666667,20999.99294565217,2.218666666666667,2.218666666666667,11.44,10876141000000.0,14293.279999999999,114.37254333496094,4,11,0,2018,2018-11-09
2018-11-10,1206.4000244140625,96.91000366210938,1.1368415355682373,2781.010009765625,60.189998626708984,6409.22021484375,17.360000610351562,251.7965,3.83,21002.098739130433,2.221,2.221,11.67,10876141000000.0,14297.34,37.60993957519531,5,11,0,2018,2018-11-10
2018-11-11,1206.4000244140625,96.91000366210938,1.1368415355682373,2781.010009765625,60.189998626708984,6411.27001953125,17.360000610351562,251.76966666666667,3.833333333333333,21004.204532608695,2.2233333333333336,2.2233333333333336,11.9,10876141000000.0,14301.4,22.585689544677734,6,11,0,2018,2018-11-11
2018-11-12,1201.300048828125,97.54000091552734,1.132502794265747,2726.219970703125,59.93000030517578,6371.27001953125,20.450000762939453,251.74283333333335,3.8366666666666664,21006.310326086954,2.2256666666666667,2.2256666666666667,12.13,10876141000000.0,14305.46,42.7428092956543,0,11,0,2018,2018-11-12
2018-11-13,1199.199951171875,97.30000305175781,1.1233429908752441,2722.179931640625,55.689998626708984,6359.490234375,20.020000457763672,251.716,3.84,21008.416119565216,2.228,2.228,12.19,10876141000000.0,14309.52,142.2847900390625,1,11,0,2018,2018-11-13
2018-11-14,1207.9000244140625,96.80000305175781,1.1311193704605103,2701.580078125,56.25,5738.35009765625,21.25,251.68916666666667,3.8433333333333333,21010.521913043478,2.2303333333333333,2.2303333333333333,12.88,10876141000000.0,14313.58,33.37599563598633,2,11,0,2018,2018-11-14
2018-11-15,1212.800048828125,96.93000030517578,1.131183385848999,2730.199951171875,56.459999084472656,5648.02978515625,19.979999542236328,251.66233333333335,3.8466666666666667,21012.627706521736,2.232666666666667,2.232666666666667,12.12,10876141000000.0,14317.64,106.85701751708984,3,11,0,2018,2018-11-15
2018-11-16,1220.800048828125,96.47000122070312,1.1324899196624756,2736.27001953125,56.459999084472656,5575.5498046875,18.139999389648438,251.6355,3.8499999999999996,21014.7335,2.2350000000000003,2.2350000000000003,12.05,10876141000000.0,14321.699999999999,44.5455322265625,4,11,0,2018,2018-11-16
2018-11-17,1220.800048828125,96.47000122070312,1.1324899196624756,2736.27001953125,56.459999084472656,5554.330078125,18.139999389648438,251.60866666666666,3.853333333333333,21016.83929347826,2.2373333333333334,2.2373333333333334,12.223333333333334,10876141000000.0,14325.76,45.58579635620117,5,11,0,2018,2018-11-17
2018-11-18,1220.800048828125,96.47000122070312,1.1324899196624756,2736.27001953125,56.459999084472656,5623.5400390625,18.139999389648438,251.58183333333335,3.8566666666666665,21018.94508695652,2.239666666666667,2.239666666666667,12.396666666666667,10876141000000.0,14329.82,34.79587936401367,6,11,0,2018,2018-11-18
